- - - XXZ 4 qubits output qDRIFT signals, epsilon= 0.3  - - - 
Seed: 2332030591  Run: 5  Samples:  102826021   Time:  2892.25464106
dt   Re(C(t))    Im(C(t))
15.0754     -0.423270    -0.051240
15.3266     -0.400585    0.014560
15.5779     -0.381162    0.079850
15.8291     -0.364998    0.145937
16.0804     -0.351836    0.214295
16.3317     -0.343582    0.280646
16.5829     -0.338201    0.347403
16.8342     -0.337171    0.413425
17.0854     -0.337724    0.478238
17.3367     -0.343899    0.539686
17.5879     -0.353312    0.598013
17.8392     -0.368913    0.649250
18.0905     -0.384586    0.697910
18.3417     -0.405000    0.739160
18.5930     -0.425863    0.774566
18.8442     -0.452956    0.800453
19.0955     -0.481304    0.819207
19.3467     -0.512893    0.828916
19.5980     -0.544432    0.832360
19.8492     -0.577317    0.826661
20.1005     -0.611113    0.812342
20.3518     -0.645711    0.789479
20.6030     -0.681902    0.757153
20.8543     -0.720962    0.713417
21.1055     -0.757583    0.662333
21.3568     -0.793884    0.601659
21.6080     -0.825955    0.536357
21.8593     -0.858232    0.459920
22.1106     -0.886177    0.379452
22.3618     -0.910797    0.293856
22.6131     -0.933082    0.199369
22.8643     -0.951214    0.099806
23.1156     -0.964525    -0.003272
23.3668     -0.974015    -0.105337
23.6181     -0.979716    -0.211629
23.8693     -0.978602    -0.324198
24.1206     -0.971482    -0.437612
24.3719     -0.958430    -0.554222
24.6231     -0.937054    -0.668499
24.8744     -0.911946    -0.776733
25.1256     -0.881393    -0.884248
25.3769     -0.841420    -0.993211
25.6281     -0.797736    -1.092292
25.8794     -0.747739    -1.186738
26.1307     -0.689312    -1.275250
26.3819     -0.625447    -1.359277
26.6332     -0.555966    -1.434884
26.8844     -0.479729    -1.502922
27.1357     -0.396551    -1.562815
27.3869     -0.308596    -1.613138
27.6382     -0.220197    -1.654372
27.8894     -0.124532    -1.685965
28.1407     -0.029966    -1.707373
28.3920     0.079354    -1.718655
28.6432     0.179651    -1.719720
28.8945     0.287263    -1.709960
29.1457     0.397493    -1.689296
29.3970     0.503074    -1.659571
29.6482     0.605751    -1.620988
29.8995     0.710627    -1.572152
30.1508     0.816162    -1.512850
30.4020     0.916610    -1.446056
30.6533     1.017177    -1.368980
30.9045     1.109294    -1.287370
31.1558     1.200455    -1.195696
31.4070     1.283083    -1.100810
31.6583     1.358311    -1.003711
31.9095     1.430759    -0.897697
32.1608     1.491203    -0.797575
32.4121     1.549976    -0.685842
32.6633     1.600316    -0.574709
32.9146     1.645299    -0.455076
33.1658     1.680289    -0.339135
33.4171     1.706950    -0.222523
33.6683     1.724620    -0.108477
33.9196     1.733748    0.009110
34.1709     1.733684    0.117562
34.4221     1.724813    0.224404
34.6734     1.707948    0.325762
34.9246     1.683297    0.423552
35.1759     1.650616    0.514962
35.4271     1.609215    0.601516
35.6784     1.561232    0.678967
35.9296     1.503980    0.752716
36.1809     1.442572    0.813760
36.4322     1.373923    0.868150
36.6834     1.296363    0.919051
36.9347     1.212351    0.960420
37.1859     1.125294    0.992388
37.4372     1.030220    1.020556
37.6884     0.934509    1.034145
37.9397     0.833456    1.043710
38.1910     0.725408    1.047409
38.4422     0.616525    1.039484
38.6935     0.508605    1.022565
38.9447     0.400323    0.998703
39.1960     0.292644    0.968647
39.4472     0.187593    0.934934
39.6985     0.081373    0.893746
39.9497     -0.020703    0.848871
40.2010     -0.120501    0.798372
40.4523     -0.213609    0.745193
40.7035     -0.303955    0.688347
40.9548     -0.389006    0.629187
41.2060     -0.471802    0.565407
41.4573     -0.545785    0.502112
41.7085     -0.610380    0.441793
41.9598     -0.669070    0.380855
42.2111     -0.721936    0.319588
42.4623     -0.766556    0.262104
42.7136     -0.803049    0.205033
42.9648     -0.832091    0.149519
43.2161     -0.852877    0.099548
43.4673     -0.865398    0.050982
43.7186     -0.869771    0.012371
43.9698     -0.866458    -0.023151
44.2211     -0.855635    -0.053837
44.4724     -0.837797    -0.078687
44.7236     -0.813610    -0.095972
44.9749     -0.783012    -0.110329
45.2261     -0.747312    -0.116450
45.4774     -0.706212    -0.113280
45.7286     -0.660199    -0.106162
45.9799     -0.610724    -0.092285
46.2312     -0.556397    -0.072092
46.4824     -0.500105    -0.043312
46.7337     -0.443043    -0.011678
46.9849     -0.384970    0.024708
47.2362     -0.326318    0.067326
47.4874     -0.268437    0.112867
47.7387     -0.210899    0.163683
47.9899     -0.154991    0.217961
48.2412     -0.100345    0.276143
48.4925     -0.049106    0.336131
48.7437     -0.002352    0.396781
48.9950     0.040519    0.457745
49.2462     0.079311    0.521571
49.4975     0.109501    0.582538
49.7487     0.136893    0.642940
50.0000     0.156847    0.701591
